Country,Clicks,Impressions,CTR,Position
United States,2,988,0.2%,8.78
Puerto Rico,0,6,0%,7.17
China,0,4,0%,10.25
Dominican Republic,0,2,0%,90
Jamaica,0,1,0%,6
Indonesia,0,1,0%,8
United Kingdom,0,1,0%,13
Monaco,0,1,0%,18
Peru,0,1,0%,19
Poland,0,1,0%,19
